time,magnitude,place,longitude,latitude,depth,type,alert,tsunami,sig
2024-11-16 14:35:02.290,3.43,"54 km ENE of Miches, Dominican Republic",-68.5941666666667,19.2153333333333,23.3,earthquake,,0,181
2024-11-16 14:30:57.720,0.82,"7 km WSW of Anza, CA",-116.7371667,33.5228333,3.54,earthquake,,0,10
2024-11-16 14:20:26.310,1.72000003,"4 km S of Pāhala, Hawaii",-155.475173950195,19.1666660308838,31.0,earthquake,,0,46
2024-11-16 14:15:52.519,4.5,"39 km SE of San Pedro de Atacama, Chile",-67.9562,-23.1842,145.462,earthquake,,0,312
2024-11-16 13:47:36.626,5.1,"78 km ENE of Petropavlovsk-Kamchatsky, Russia",159.7802,53.208,60.216,earthquake,,0,400
2024-11-16 13:45:19.089,1.63,"5 km SSE of Dover, Oklahoma",-97.87983333,35.93983333,4.88,earthquake,,0,41
2024-11-16 13:36:01.870,0.87,"14 km NE of Indio, CA",-116.0946667,33.7946667,5.88,earthquake,,0,12
2024-11-16 13:32:46.710,2.1,"7 km W of Houston, Alaska",-149.9673,61.6208,42.5,earthquake,,0,68
2024-11-16 13:31:31.010,2.64,"3 km NW of Anderson Springs, CA",-122.72233581543,38.7859992980957,2.48000001907349,earthquake,,0,108
2024-11-16 13:23:24.310,0.41,"8 km SW of Idyllwild, CA",-116.7718333,33.6885,12.72,earthquake,,0,3
2024-11-16 13:20:30.055,0.3,"48 km WNW of Indian Springs, Nevada",-116.125,36.8119,8.0,earthquake,,0,1
2024-11-16 13:12:52.490,2.96000004,"16 km ENE of Pāhala, Hawaii",-155.332000732422,19.2488327026367,31.0400009155273,earthquake,,0,135
2024-11-16 13:10:10.101,1.7,"62 km SSW of Manley Hot Springs, Alaska",-151.2845,64.5102,0.0,earthquake,,0,44
2024-11-16 13:02:07.873,3.5,"18 km E of Pleasanton, Texas",-98.292,28.952,3.7354,earthquake,,0,195
2024-11-16 12:49:43.740,2.75,"8 km W of Henning, Tennessee",-89.6661666666667,35.6676666666667,10.98,earthquake,,0,121
2024-11-16 12:22:17.713,5.0,"10 km N of Hiranai, Japan",140.9548,41.0115,11.86,earthquake,,0,387
2024-11-16 12:18:22.810,1.84000003,"5 km S of Pāhala, Hawaii",-155.482498168945,19.154333114624,30.1299991607666,earthquake,,0,52
2024-11-16 12:15:55.457,1.8,"43 km NW of Mentasta Lake, Alaska",-144.4833,63.1449,0.0,earthquake,,0,50
2024-11-16 12:13:43.736,2.5,"17 km E of Pleasanton, Texas",-98.2978,28.9447,5.366,earthquake,,0,96
2024-11-16 11:58:33.679,4.9,"134 km ENE of Kimbe, Papua New Guinea",151.3228,-5.2916,105.108,earthquake,,0,370
2024-11-16 11:53:39.915,2.2,"4 km SW of Soldotna, Alaska",-151.1194,60.4593,35.2,earthquake,,0,74
2024-11-16 11:53:13.121,1.9,"76 km NNW of Arctic Village, Alaska",-146.2067,68.7669,0.0,earthquake,,0,56
2024-11-16 11:51:26.889,4.4,"258 km ESE of Attu Station, Alaska",176.4675,51.69,30.81,earthquake,,0,298
2024-11-16 11:51:01.270,1.46,"4 km ENE of Fairview, CA",-122.013999938965,37.7001647949219,7.61999988555908,earthquake,,0,33
2024-11-16 11:48:02.230,0.81,"15 km SE of Big Bear City, CA",-116.7278333,34.1621667,1.11,earthquake,,0,10
2024-11-16 11:43:44.106,-0.1,"34 km ESE of Beatty, Nevada",-116.4327,36.7355,9.3,earthquake,,0,0
2024-11-16 11:37:01.040,2.1,"6 km S of Volcano, Hawaii",-155.245666503906,19.3863334655762,1.85000002384186,earthquake,,0,68
2024-11-16 11:28:42.100,3.35,"47 km NW of Rincón, Puerto Rico",-67.523,18.6776666666667,5.01,earthquake,,0,173
2024-11-16 11:22:15.796,1.1,"21 km SE of Chickaloon, Alaska",-148.1401,61.6723,17.2,earthquake,,0,19
2024-11-16 10:20:45.080,2.1500001,"6 km SSW of Pāhala, Hawaii",-155.505828857422,19.1548328399658,33.7299995422363,earthquake,,0,71
2024-11-16 10:13:44.600,1.21,"12 km W of Ludlow, CA",-116.2961667,34.7355,6.41,earthquake,,0,23
2024-11-16 10:12:06.530,1.9,"81 km SE of Kokhanok, Alaska",-153.8879,58.865,9.5,earthquake,,0,56
2024-11-16 10:10:17.122,2.1,"89 km SE of Kokhanok, Alaska",-153.7485,58.8386,9.9,earthquake,,0,68
2024-11-16 09:50:16.497,4.8,"33 km ENE of Codrington, Antigua and Barbuda",-61.5279,17.7545,29.485,earthquake,,0,354
2024-11-16 09:48:47.446,4.5,"42 km ENE of Codrington, Antigua and Barbuda",-61.4635,17.7965,24.14,earthquake,,0,312
2024-11-16 09:46:58.605,1.1,"50 km WNW of Tatitlek, Alaska",-147.5288,61.0607,2.7,earthquake,,0,19
2024-11-16 09:38:07.620,1.38,"7 km E of Nescatunga, Oklahoma",-98.06716667,36.75416667,7.55,earthquake,,0,29
2024-11-16 09:34:46.296,2.5,"8 km WNW of Point Possession, Alaska",-150.843,60.9444,17.3,earthquake,,0,96
2024-11-16 09:33:31.103,0.8,"9 km WNW of Salcha, Alaska",-147.0902,64.5503,8.5,earthquake,,0,10
2024-11-16 09:28:51.260,3.16,"3 km SE of Bartolo, Puerto Rico",-65.8175,18.341,122.08,earthquake,,0,154
2024-11-16 09:28:30.899,3.16,"8 km E of Nescatunga, Oklahoma",-98.05933333,36.7545,7.97,earthquake,,0,154
2024-11-16 09:19:48.757,1.8,"36 km NW of Toyah, Texas",-104.016,31.581,6.3465,earthquake,,0,50
2024-11-16 09:12:42.370,0.67,"16 km NNE of Warner Springs, CA",-116.5718333,33.4136667,8.48,earthquake,,0,7
2024-11-16 09:07:25.110,1.19,"7 km SSW of Idyllwild, CA",-116.7496667,33.6803333,15.58,earthquake,,0,22
2024-11-16 09:02:34.844,2.0,"1 km NNE of Point Possession, Alaska",-150.6816,60.9355,41.8,earthquake,,0,62
2024-11-16 08:50:43.270,1.29,"2 km SE of SeaTac, Washington",-122.27633333333333,47.43383333333333,16.15,earthquake,,0,26
2024-11-16 08:46:50.958,4.0,"43 km S of La Esperanza (El Zapotal), Mexico",-93.141,15.0537,55.671,earthquake,,0,246
2024-11-16 08:45:36.201,1.5,"20 km NNW of Sutton-Alpine, Alaska",-148.8933,61.9478,8.2,earthquake,,0,35
2024-11-16 08:42:48.970,2.3,"2 km WNW of Indios, Puerto Rico",-66.838,18.0005,11.92,earthquake,,0,81
2024-11-16 08:37:11.700,1.19,"6 km W of Morongo Valley, CA",-116.64,34.043,10.75,earthquake,,0,22
2024-11-16 08:34:11.470,1.9,"49 km E of Cordova, Alaska",-144.8619,60.5198,17.2,earthquake,,0,56
2024-11-16 08:33:44.360,1.66,"13 km ESE of Lincoln, Montana",-112.518166666667,46.8996666666667,10.13,earthquake,,0,42
2024-11-16 08:22:26.677,5.4,"192 km SSE of Lata, Solomon Islands",166.617,-12.2641,121.078,earthquake,green,0,449
2024-11-16 07:48:48.621,0.8,"6 km SSW of Alamo, Nevada",-115.1878,37.3136,2.2,earthquake,,0,10
2024-11-16 07:48:29.910,1.06,"6 km ENE of San Jacinto, CA",-116.9053333,33.8068333,9.5,earthquake,,0,17
2024-11-16 07:34:15.190,0.92,"17 km SSW of Searles Valley, CA",-117.4463333,35.6198333,4.99,earthquake,,0,13
2024-11-16 07:33:59.700,2.02999997,"14 km S of Honaunau-Napoopoo, Hawaii",-155.852828979492,19.3241672515869,-1.17999994754791,earthquake,,0,63
2024-11-16 07:26:28.800,2.07999992,"13 km E of Honaunau-Napoopoo, Hawaii",-155.735504150391,19.4535007476807,6.05999994277954,earthquake,,0,67
2024-11-16 07:04:07.775,2.2,"37 km NW of Valdez, Alaska",-146.7977,61.3935,2.9,earthquake,,0,74
2024-11-16 07:03:06.784,4.9,"89 km SW of Puerto Madero, Mexico",-93.0933,14.2491,10.0,earthquake,,0,369
2024-11-16 07:02:28.538,4.1,"97 km SW of Puerto Madero, Mexico",-93.075,14.1135,10.0,earthquake,,0,259
2024-11-16 07:00:46.410,1.82000005,"6 km SSW of Volcano, Hawaii",-155.246673583984,19.3894996643066,1.35000002384186,earthquake,,0,51
2024-11-16 07:00:29.730,2.44,"3 km SSW of Pāhala, Hawaii",-155.487838745117,19.1749992370605,30.2000007629395,earthquake,,0,92
2024-11-16 06:47:34.998,1.0,"23 km SSE of Minto, Alaska",-149.1677,64.9589,11.8,earthquake,,0,15
2024-11-16 06:45:35.400,1.94,"16 km E of Ocotillo Wells, CA",-115.9651667,33.141,4.32,earthquake,,0,58
2024-11-16 06:30:12.233,3.5,"150 km NNE of Atka, Alaska",-173.1773,53.4005,250.4,earthquake,,0,188
2024-11-16 06:30:11.189,3.9,"112 km E of Atka, Alaska",-172.5534,52.1878,298.495,earthquake,,0,234
2024-11-16 06:10:35.310,1.22,"11 km W of Johannesburg, CA",-117.7528333,35.3863333,6.3,earthquake,,0,23
2024-11-16 06:02:00.980,1.8,"4 km WNW of Ponderosa Pines, Montana",-111.423166666667,46.041,7.18,earthquake,,0,50
2024-11-16 06:00:51.080,1.33,"4 km SSW of Redlands, CA",-117.2055,34.0228333,13.88,earthquake,,0,27
2024-11-16 05:45:09.628,0.8,"17 km NE of Pahrump, Nevada",-115.8498,36.3269,5.8,earthquake,,0,10
2024-11-16 05:42:45.416,-0.2,"42 km WNW of Indian Springs, Nevada",-116.1002,36.7399,7.7,earthquake,,0,0
2024-11-16 05:29:22.970,1.36,"10 km NNW of Anza, CA",-116.72,33.6388333,14.12,earthquake,,0,28
2024-11-16 05:23:12.967,2.8,"16 km E of Pleasanton, Texas",-98.31,28.95,4.4189,earthquake,,0,121
2024-11-16 05:22:37.680,1.83,"7 km NNW of The Geysers, CA",-122.810997009277,38.8230018615723,2.82999992370605,earthquake,,0,52
2024-11-16 05:21:12.060,0.46,"6 km WSW of Anza, CA",-116.7358333,33.5273333,2.58,earthquake,,0,3
2024-11-16 05:18:13.260,1.27,"7 km NW of Ocotillo Wells, CA",-116.1768333,33.1938333,6.39,earthquake,,0,25
2024-11-16 05:11:12.420,1.84,"8 km WSW of Anza, CA",-116.7431667,33.518,2.75,earthquake,,0,52
2024-11-16 05:01:57.499,2.9,"40 km SW of Nanwalek, Alaska",-152.4237,59.1034,49.4,earthquake,,0,129
2024-11-16 05:01:53.230,3.03,"14 km SW of La Playa, Puerto Rico",-67.2786666666667,18.192,17.48,earthquake,,0,141
2024-11-16 04:59:57.150,0.75,"18 km WNW of Hebgen Lake Estates, Montana",-111.395666666667,44.8498333333333,8.4,earthquake,,0,9
2024-11-16 04:55:50.621,1.7,"5 km SSE of Clam Gulch, Alaska",-151.352,60.1823,60.7,earthquake,,0,44
2024-11-16 04:20:51.590,1.81,"9 km SE of Volcano, Hawaii",-155.173492431641,19.3754997253418,2.5,earthquake,,0,50
2024-11-16 04:14:01.454,3.1,"14 km E of Pleasanton, Texas",-98.336,28.987,1.416,earthquake,,0,149
2024-11-16 03:53:59.614,0.9,"43 km ENE of Keeler, California",-117.4516,36.6736,10.1,earthquake,,0,12
2024-11-16 03:52:39.268,1.3,"19 km N of Yerington, Nevada",-119.1544,39.1603,13.1,earthquake,,0,26
2024-11-16 03:51:18.136,4.6,Fiji region,-177.6121,-19.0652,535.155,earthquake,,0,326
2024-11-16 03:39:48.347,1.5,"32 km NNE of Four Mile Road, Alaska",-148.9542,64.889,1.1,earthquake,,0,35
2024-11-16 03:27:44.740,1.92999995,"22 km SE of Pāhala, Hawaii",-155.352005004883,19.0436668395996,31.7900009155273,earthquake,,0,57
2024-11-16 03:26:31.635,1.6,"65 km NNE of Van Horn, Texas",-104.561,31.581,1.6039,earthquake,,0,40
2024-11-16 03:23:48.593,1.8,"48 km ESE of Pope-Vannoy Landing, Alaska",-153.7353,59.3534,102.6,earthquake,,0,50
2024-11-16 03:02:53.650,2.37,"4 km S of Pāhala, Hawaii",-155.482666015625,19.1599998474121,30.8600006103516,earthquake,,0,86
2024-11-16 02:53:59.300,2.47000003,"10 km NE of Pāhala, Hawaii",-155.399169921875,19.2653331756592,30.0,earthquake,,0,94
2024-11-16 02:40:59.730,2.4,"13 km W of Malibu, CA",-118.9461667,34.0231667,10.4,earthquake,,0,89
2024-11-16 02:17:09.474,5.2,southern Mid-Atlantic Ridge,-13.2696,-15.2823,10.0,earthquake,,0,416
2024-11-16 01:06:37.431,1.9,"13 km NNW of Stagecoach, Nevada",-119.4514,39.4809,1.2,earthquake,,0,56
2024-11-16 00:55:16.120,1.5,"3 km WNW of Glen Ellen, CA",-122.561668395996,38.3665008544922,1.25999999046326,earthquake,,0,35
2024-11-16 00:49:18.430,1.19,"2 km NW of Fontana, CA",-117.4738333,34.1073333,6.91,earthquake,,0,22
2024-11-16 00:47:19.130,1.19,"3 km SSW of Round Valley, CA",-118.606833333333,37.3926666666667,7.61,earthquake,,0,22
2024-11-16 00:47:01.550,1.16,"2 km SSW of Round Valley, CA",-118.604166666667,37.3931666666667,5.03,earthquake,,0,21
2024-11-16 00:31:30.580,1.17,"7 km ENE of Jamestown, Washington",-122.99166666666666,48.147,43.72,earthquake,,0,21
2024-11-16 00:19:46.140,0.78,"4 km W of Cobb, CA",-122.764999389648,38.8168334960938,1.60000002384186,earthquake,,0,9
2024-11-15 23:49:47.380,1.07,"3 km W of Cobb, CA",-122.761665344238,38.8139991760254,1.83000004291534,earthquake,,0,18
2024-11-15 23:30:50.554,2.0,"28 km NNE of Skwentna, Alaska",-151.1781,62.2217,82.3,earthquake,,0,62
2024-11-15 23:29:29.760,3.92,"52 km SE of Boca de Yuma, Dominican Republic",-68.2868,18.0176,69.0,earthquake,,0,236
2024-11-15 23:13:01.690,1.70000005,"6 km SSW of Volcano, Hawaii",-155.246673583984,19.3888339996338,1.53999996185303,earthquake,,0,44
2024-11-15 23:10:58.590,1.8,"64 km SSW of Whites City, New Mexico",-104.534,31.61,7.6379,earthquake,,0,50
2024-11-15 23:05:39.762,4.9,"74 km SE of Neiafu, Tonga",-173.5631,-19.1981,118.909,earthquake,,0,369
2024-11-15 23:03:45.390,0.76,"4 km NNW of The Geysers, CA",-122.781829833984,38.808666229248,3.17000007629395,earthquake,,0,9
2024-11-15 22:59:36.090,0.75,"7 km NNW of The Geysers, CA",-122.807167053223,38.8281669616699,1.27999997138977,earthquake,,0,9
2024-11-15 22:59:21.930,1.15,"4 km W of Cobb, CA",-122.766334533691,38.8183326721191,1.74000000953674,earthquake,,0,20
2024-11-15 22:59:12.510,1.41,"4 km NNW of Venersborg, Washington",-122.45416666666667,45.80566666666667,-0.64,explosion,,0,31
2024-11-15 22:51:51.000,0.71,"0 km SSW of The Geysers, CA",-122.758163452148,38.7731666564941,0.600000023841858,earthquake,,0,8
2024-11-15 22:49:45.620,0.74,"0 km N of The Geysers, CA",-122.7568359375,38.7806663513184,1.46000003814697,earthquake,,0,8
2024-11-15 22:41:08.150,3.01,"0 km ENE of The Geysers, CA",-122.7555,38.7778333333333,1.49,earthquake,,0,142
2024-11-15 22:38:35.580,2.86,"12 km WNW of Malibu, CA",-118.934,34.0371667,11.1,earthquake,,0,130
2024-11-15 22:38:33.820,1.79,"5 km NE of Kingston, Washington",-122.4425,47.82416666666667,27.61,earthquake,,0,49
2024-11-15 22:32:43.760,2.48,"9 km SE of Leilani Estates, Hawaii",-154.869659423828,19.4020004272461,0.349999994039536,earthquake,,0,95
2024-11-15 22:32:01.576,4.3,"52 km ENE of Codrington, Antigua and Barbuda",-61.383,17.8612,22.51,earthquake,,0,284
2024-11-15 22:25:54.650,2.23000002,"4 km SSE of Pāhala, Hawaii",-155.470001220703,19.1651668548584,30.6499996185303,earthquake,,0,77
2024-11-15 22:24:55.440,2.18,"4 km S of Pāhala, Hawaii",-155.481994628906,19.1618328094482,30.9099998474121,earthquake,,0,73
2024-11-15 21:54:59.830,1.13,"6 km E of Palmdale, CA",-118.0365,34.5751667,9.38,earthquake,,0,20
2024-11-15 21:39:49.248,4.4,"7 km E of Pariaman, Indonesia",100.1855,-0.6274,124.35,earthquake,,0,298
2024-11-15 21:39:00.210,3.76,"2 km SW of Round Valley, CA",-118.612,37.3968333333333,8.15,earthquake,,0,230
2024-11-15 21:14:08.340,2.17,"11 km E of Pāhala, Hawaii",-155.373672485352,19.1876659393311,29.9200000762939,earthquake,,0,72
2024-11-15 21:11:50.702,4.9,"40 km ENE of Codrington, Antigua and Barbuda",-61.4744,17.788,33.348,earthquake,,0,374
2024-11-15 21:06:58.560,0.99,"11 km SW of Anza, CA",-116.7465,33.482,9.58,earthquake,,0,15
2024-11-15 21:03:13.040,1.76,Oregon,-122.8155,42.383,-1.49,explosion,,0,48
2024-11-15 20:58:50.184,2.0,"17 km E of Pleasanton, Texas",-98.304,28.939,1.0986,earthquake,,0,62
2024-11-15 20:54:18.190,1.04,"7 km NNW of The Geysers, CA",-122.808670043945,38.8273315429688,0.779999971389771,earthquake,,0,17
2024-11-15 20:54:00.670,1.61,"7 km NNW of The Geysers, CA",-122.808334350586,38.8263320922852,1.42999994754791,earthquake,,0,40
2024-11-15 20:44:58.390,0.27,"10 km NW of The Geysers, CA",-122.851829528809,38.8223342895508,2.36999988555908,earthquake,,0,1
2024-11-15 20:38:55.390,1.58,"12 km NNE of Banning, CA",-116.8503333,34.0335,12.38,earthquake,,0,38
2024-11-15 20:29:23.020,1.32,"64 km NE of Nikolski, Alaska",-168.296333333333,53.4058333333333,3.28,earthquake,,0,27
2024-11-15 20:27:24.094,1.2,"31 km NW of Beatty, Nevada",-117.0189,37.1038,7.8,earthquake,,0,22
2024-11-15 20:26:43.950,0.08,"85 km NNW of Karluk, Alaska",-154.920666666667,58.2961666666667,6.0,earthquake,,0,0
2024-11-15 20:23:39.181,1.9,"24 km NW of Nikiski, Alaska",-151.5463,60.8673,61.8,earthquake,,0,56
2024-11-15 20:22:36.760,2.44,"8 km SSE of Guánica, Puerto Rico",-66.8775,17.8983333333333,13.34,earthquake,,0,92
2024-11-15 20:19:58.740,0.54,"2 km N of The Geysers, CA",-122.759834289551,38.7933349609375,2.29999995231628,earthquake,,0,4
2024-11-15 20:16:15.950,3.8,"91 km E of Akutan, Alaska",-164.3714,54.0919,57.64,earthquake,,0,222
2024-11-15 19:55:49.720,1.54,"12 km SE of Tehachapi, CA",-118.3428333,35.0638333,-0.91,quarry blast,,0,36
2024-11-15 19:52:12.020,0.96,"6 km WNW of Cobb, CA",-122.78450012207,38.8381652832031,1.87999999523163,earthquake,,0,14
2024-11-15 19:44:10.970,2.08,"5 km N of Strawberry, Arkansas",-91.3231666666667,36.0173333333333,8.59,earthquake,,0,67
2024-11-15 19:43:27.920,1.04,"5 km SSW of Redlands, CA",-117.1993333,34.0128333,14.22,earthquake,,0,17
2024-11-15 19:42:13.823,2.2,"47 km SW of Chitina, Alaska",-145.0722,61.2136,26.9,earthquake,,0,74
2024-11-15 19:39:49.790,0.53,"14 km NNE of Ashford, Washington",-121.95516666666667,46.87316666666667,9.01,earthquake,,0,4
2024-11-15 19:38:54.439,1.65,"6 km ENE of Edmond, Oklahoma",-97.40883333,35.66683333,6.97,earthquake,,0,42
2024-11-15 19:14:06.630,0.71,"64 km W of Tyonek, Alaska",-152.321666666667,61.149,4.22,earthquake,,0,8
2024-11-15 19:10:56.320,1.45,"5 km N of Malibu, CA",-118.8106667,34.0508333,11.83,earthquake,,0,33
2024-11-15 19:02:32.130,1.47,"4 km WNW of Cobb, CA",-122.765998840332,38.8228340148926,2.03999996185303,earthquake,,0,33
2024-11-15 18:53:08.220,0.38,"18 km NNE of Ashford, Washington",-121.9395,46.91616666666667,13.32,earthquake,,0,2
2024-11-15 18:53:00.840,1.87,"28 km SSW of Ocotillo Wells, CA",-116.2403333,32.911,8.9,earthquake,,0,54
2024-11-15 18:51:19.869,4.4,"Bonin Islands, Japan region",139.388,27.7724,512.991,earthquake,,0,298
2024-11-15 18:38:50.350,0.9,"10 km NW of Cobb, CA",-122.819999694824,38.8629989624023,0.920000016689301,earthquake,,0,12
2024-11-15 18:27:25.117,2.5,"31 km SE of Mina, Nevada",-117.8991,38.1575,7.8,earthquake,,0,96
2024-11-15 18:25:32.950,1.44,"1 km W of Toquerville, Utah",-113.2985,37.2551666666667,1.83,earthquake,,0,32
2024-11-15 18:15:30.690,1.22,"8 km S of Fern Forest, Hawaii",-155.125666666667,19.3876666666667,2.12,earthquake,,0,23
2024-11-15 18:09:48.802,1.4,"31 km NW of Beatty, Nevada",-117.0119,37.1074,4.1,earthquake,,0,30
2024-11-15 18:09:00.088,1.7,"32 km NW of Beatty, Nevada",-117.0378,37.095,9.9,earthquake,,0,44
2024-11-15 18:07:17.120,4.3,"Kepulauan Babar, Indonesia",129.5672,-7.1362,117.238,earthquake,,0,284
2024-11-15 18:06:31.250,1.61,"1 km N of Oakville, Washington",-123.22866666666667,46.857,-0.29,explosion,,0,40
2024-11-15 18:06:14.770,1.4,"19 km SW of Mentone, Texas",-103.734,31.572,6.3306,earthquake,,0,30
2024-11-15 18:03:43.767,4.6,"129 km E of Kokopo, Papua New Guinea",153.4229,-4.5193,118.965,earthquake,,0,326
2024-11-15 18:02:38.291,1.5,"31 km NW of Beatty, Nevada",-117.0193,37.1023,8.0,earthquake,,0,35
2024-11-15 17:58:53.704,1.7,"57 km SSW of Central, Alaska",-145.3661,65.1088,15.3,earthquake,,0,44
2024-11-15 17:58:53.016,4.9,"9 km E of Omigawa, Japan",140.7188,35.8377,66.101,earthquake,,0,369
2024-11-15 17:57:25.233,4.5,"120 km E of Kokopo, Papua New Guinea",153.3365,-4.5154,120.276,earthquake,,0,312
2024-11-15 17:43:56.519,1.4,"18 km E of Pleasanton, Texas",-98.288,28.961,7.9346,earthquake,,0,30
2024-11-15 17:34:17.360,0.59,"22 km W of Sitka, Alaska",-135.707333333333,57.0661666666667,4.01,earthquake,,0,5
2024-11-15 17:34:07.950,0.66,"24 km W of Sitka, Alaska",-135.736833333333,57.0401666666667,5.41,earthquake,,0,7
2024-11-15 17:19:05.780,1.88,"5 km NNE of Pāhala, Hawaii",-155.449661254883,19.2496662139893,29.8199996948242,earthquake,,0,54
2024-11-15 17:18:32.860,1.77,"17 km W of Volcano, Hawaii",-155.403503417969,19.4263324737549,2.65000009536743,earthquake,,0,48
2024-11-15 17:06:58.676,1.7,"71 km NNE of Petersville, Alaska",-150.2659,63.0981,33.4,earthquake,,0,44
2024-11-15 17:00:08.010,0.7,"8 km NW of The Geysers, CA",-122.824501037598,38.8283348083496,1.45000004768372,earthquake,,0,8
2024-11-15 16:56:59.310,0.53,"13 km NNE of West Richland, Washington",-119.2685,46.4055,0.22,earthquake,,0,4
2024-11-15 16:52:13.660,0.89,"6 km WSW of Erlands Point-Kitsap Lake, Washington",-122.7785,47.57533333333333,19.31,earthquake,,0,12
2024-11-15 16:51:47.076,1.6,"26 km S of Mina, Nevada",-118.0775,38.1501,9.1,earthquake,,0,39
2024-11-15 16:45:36.913,4.2,"8 km SSW of Chānasma, India",72.0928,23.6369,10.0,earthquake,,0,273
2024-11-15 16:36:33.040,1.7,"72 km ENE of Port Alsworth, Alaska",-153.1637,60.5156,148.3,earthquake,,0,44
2024-11-15 16:35:23.640,0.14,"67 km WNW of Beluga, Alaska",-152.2695,61.3296666666667,0.72,earthquake,,0,0
2024-11-15 16:34:59.990,2.03,"8 km NNW of Deer Creek, Oklahoma",-97.54966667,36.8775,7.86,earthquake,,0,63
2024-11-15 16:31:25.950,2.04999995,"8 km ESE of Pāhala, Hawaii",-155.404998779297,19.1688327789307,33.1199989318848,earthquake,,0,65
2024-11-15 16:27:21.000,-0.38,"67 km WNW of Beluga, Alaska",-152.289166666667,61.307,0.52,earthquake,,0,0
2024-11-15 16:21:01.830,0.89,"3 km WSW of Anderson Springs, CA",-122.723999023438,38.7573318481445,4.25,earthquake,,0,12
2024-11-15 16:17:53.060,-0.66,"62 km WNW of Tyonek, Alaska",-152.227333333333,61.2683333333333,3.73,earthquake,,0,0
2024-11-15 16:16:24.050,0.91,"7 km WNW of Cobb, CA",-122.798500061035,38.8321647644043,2.09999990463257,earthquake,,0,13
2024-11-15 16:09:34.980,1.8,"17 km E of Pleasanton, Texas",-98.302,28.95,6.665,earthquake,,0,50
2024-11-15 15:49:25.500,-0.47,"66 km WNW of Beluga, Alaska",-152.256333333333,61.3226666666667,-2.26,earthquake,,0,0
2024-11-15 15:49:19.430,-0.65,"65 km WNW of Beluga, Alaska",-152.247666666667,61.3071666666667,2.57,earthquake,,0,0
2024-11-15 15:41:05.165,4.5,"34 km ENE of Kashima-shi, Japan",141.0001,36.0888,48.089,earthquake,,0,312
2024-11-15 15:34:55.739,1.3,"37 km SSE of Goldfield, Nevada",-117.1251,37.38,6.5,earthquake,,0,26
2024-11-15 15:32:01.170,2.3900001,"2 km SE of Pāhala, Hawaii",-155.459503173828,19.1854991912842,29.7700004577637,earthquake,,0,88
2024-11-15 15:27:42.267,4.5,"75 km S of Sarangani, Philippines",125.4144,4.7235,83.755,earthquake,,0,312
2024-11-15 15:13:12.679,1.36,"8 km NE of Orlando, Oklahoma",-97.29983333,36.1975,8.02,earthquake,,0,28
2024-11-15 15:02:19.749,4.4,"58 km S of Xichang, China",102.2018,27.3755,10.0,earthquake,,0,298
2024-11-15 14:43:48.540,1.2,"4 km SE of Yucaipa, CA",-117.0121667,34.0148333,18.4,earthquake,,0,22
2024-11-15 14:37:56.210,0.9,Western Montana,-111.438333333333,46.6773333333333,8.35,earthquake,,0,12
2024-11-15 14:35:03.210,1.33,"8 km WNW of Cobb, CA",-122.815170288086,38.8346672058105,1.8400000333786,earthquake,,0,27
2024-11-15 14:23:24.149,1.34,"8 km NE of Orlando, Oklahoma",-97.30266667,36.19766667,8.36,earthquake,,0,28
2024-11-15 14:17:41.446,2.9,"17 km E of Pleasanton, Texas",-98.301,28.949,6.543,earthquake,,0,129
2024-11-15 14:05:26.399,4.8,southeast of the Loyalty Islands,170.6672,-23.3745,18.329,earthquake,,0,354
2024-11-15 13:46:24.642,1.7,"15 km E of Pleasanton, Texas",-98.321,28.95,5.542,earthquake,,0,44
2024-11-15 13:34:23.780,1.23,"9 km SW of Corona, CA",-117.6381667,33.8101667,5.24,earthquake,,0,23
2024-11-15 13:31:36.010,0.83,"11 km ENE of Ridgecrest, CA",-117.5623333,35.6603333,6.82,earthquake,,0,11
2024-11-15 13:14:34.385,2.5,"56 km SSE of Kokhanok, Alaska",-154.4504,58.9567,121.3,earthquake,,0,96
2024-11-15 12:48:57.912,1.7,"32 km NE of Four Mile Road, Alaska",-148.7111,64.8329,2.0,earthquake,,0,44
2024-11-15 12:43:24.470,-0.55,"67 km WNW of Beluga, Alaska",-152.271666666667,61.3326666666667,-2.41,earthquake,,0,0
2024-11-15 12:43:16.140,1.78,"6 km S of Volcano, Hawaii",-155.238159179688,19.382999420166,1.5900000333786,earthquake,,0,49
2024-11-15 12:43:14.438,2.1,"63 km SW of Denali National Park, Alaska",-152.737,63.1925,0.0,earthquake,,0,68
2024-11-15 12:33:23.510,1.84,"5 km W of Bombay Beach, CA",-115.7846667,33.3501667,4.68,earthquake,,0,52
2024-11-15 12:22:57.420,1.62,"24 km SE of Ocotillo Wells, CA",-115.9486667,32.9855,11.56,earthquake,,0,40
2024-11-15 11:57:42.009,2.3,"9 km S of Valdez, Alaska",-146.338,61.0498,8.6,earthquake,,0,82
2024-11-15 11:53:20.891,1.7,"16 km E of Pleasanton, Texas",-98.314,28.952,8.3252,earthquake,,0,44
2024-11-15 11:53:13.679,2.12,"9 km NW of Union City, Oklahoma",-98.0255,35.4405,5.0,earthquake,,0,70
2024-11-15 11:51:18.970,2.8,"16 km E of Pleasanton, Texas",-98.31,28.948,2.8564,earthquake,,0,121
2024-11-15 11:49:23.700,0.71,"6 km WNW of Cobb, CA",-122.785667419434,38.8363342285156,1.75,earthquake,,0,8
